Título,Engenharia
ESTUDO DE MÉTODOS PARA MANUTENÇÃO DE MEMBRANAS DOS SISTEMAS DE OSMOSE REVERSA DO HOSPITAL CARLOS MACIEIRA NO MUNICÍPIO DE SÃO LUÍS _x0096_ MA,1
INVESTIGAÇÃO DE MANIFESTAÇÃO PATOLÓGICA EM PATRIMÔNIO TOMBADO PELO IPHAN,0
"INVESTIGAÇÃO DE MANIFESTAÇÃO PATOLÓGICA EM PATRIMÔNIO TOMBADO PELO IPHAN: ESTUDO DE CASO DA EMPRESA DE CORREIOS E TELÉGRAFOS LOCALIZADO NO LARGO DO CARMO, PRAÇA JOÃO LISBOA, EM SÃO LUÍS _x0096_ M",0
DESENVOLVIMENTO DE PLATAFORMA PARA ENSINO DA ELETRÔNICA UTILIZANDO RASPBERRY PI,0
"PROPOSTA DE PLANO DE GERENCIAMENTO DE RESÍDUOS SÓLIDOS PARA O CONDOMÍNIO MILANO RESIDENCE, LOCALIZADO NO MUNICÍPIO DE SÃO LUÍS - MA",5
VIABILIDADE DA INSTALAÇÃO DE SISTEMAS DE APROVEITAMENTO DA ÁGUA DAS CHUVAS NO DISTRITO INDUSTRIAL DE SÃO LUÍS,1
MAPA DE RISCO: UM ESTUDO APLICADO NO PRÉDIO DE ODONTOLOGIA DA UNIVERSIDADE FEDERAL DO MARANHÃO/ UFMA- CAMPUS BACANGA,1
MAPA DE RISCO: UM ESTUDO APLICADO NO PRÉDIO DE ODONTOLOGIA DA UNIVERSIDADE FEDERAL DO MARANHÃO/ UFMA- CAMPUS BACANGA,1
ANÁLISE DOS EFEITOS TÉRMICOS NO PROCESSO DE SOLDAGEM DO AÇO 1030 POR ELETRODO REVESTIDO,0
UM AMBIENTE LUDIFICADO COLABORATIVO PARA RECOMENDAÇÃO E ACONSELHAMENTO ACADÊMICO: BICT ROOM,2
ANÁLISE DA VIABILIDADE DE RESERVATÓRIO DE CONTENÇÃO DE CHEIAS E OS IMPACTOS DA URBANIZAÇÃO NO MUNICÍPIO DE IMPERATRIZ-MA,5
ANÁLISE PRELIMINAR DA VIABILIDADE TÉCNICA E AMBIENTAL PARA IMPLANTAÇÃO DE PARQUE EÓLICO NA REGIÃO DO CAMPO DE PERIZES - MA,1
COMPORTAMENTO MECÂNICO DO CONCRETO REFORÇADO COM MACROFIBRA ACRÍLICA,0
"ANÁLISE DOS IMPACTOS SOCIOAMBIENTAIS DA CONSTRUÇÃO, OPERAÇÃO E MANUTENÇÃO DA BARRAGEM DO BACANGA NA CIDADE DE SÃO LUÍS - MA",1
BIOPLASTICO E SUA APLICABILIDADE EM EMBALAGENS ALIMENTÍCIAS,1
"ESTUDO DA APLICAÇÃO DO ALUMÍNIO E SUAS LIGAS NA INDÚSTRIA NAVAL, AUTOMOBILÍSTICA E AERONÁUTICA.",3
DESENVOLVIMENTO DE UM SISTEMA DE MONITORAMENTO E CONTROLE CLIMÁTICO DE DATA CENTER BASEADO EM INTERNET DAS COISAS,2
CIRCUITOS EQUIVALENTES E ESPECTROSCOPIA DE IMPEDÂNCIA ELETROQUÍMICA PARA A ANÁLISE DE REVESTIMENTOS OBTIDOS DA OXIDAÇÃO DO ALUMÍNIO POR PLASMA ELETROLÍTICO,3
ANÁLISE PRELIMINAR DOS RISCOS OCUPACIONAIS E DAS CONDIÇÕES DE TRABALHO NO RESTAURANTE UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO MARANHÃO - CAMPUS BACANGA,0
ANÁLISE EXPERIMENTAL DA REUTILIZAÇÃO DO POLIESTIRENO EXPANDIDO PROVENIENTE DO CANTEIRO DE OBRA NA PRODUÇÃO DO CONCRETO LEVE,1
"ESTUDO DA APLICAÇÃO DO ALUMÍNIO E SUAS LIGAS NA INDÚSTRIA NAVAL, AUTOMOBILÍSTICA E AERONÁUTICA.",3
"AVALIAÇÃO DA IMPLANTAÇÃO DA NBR 9050:2015 NA UNIVERSIDADE FEDERAL DO MARANHÃO, UM ESTUDO DE CAMPO REALIZADO NOS PRÉDIOS: CCH, PAULO FREIRE, PRÉDIO DE CIÊNCIAS BIOLÓGICAS, BIBLIOTECA CENTRAL E RESTAURANTE UNIVERSITÁRIO",0
IMPORTÂNCIA DO COMPROMETIMENTO COM A ESTANQUEIDADE DE FACHADAS E EXIGÊNCIAS DE HABITABILIDADE: UM ESTUDO DE CASO DO HOSPITAL UNIVERSITÁRIO MATERNO INFANTIL,1
IMPORTÂNCIA DO COMPROMETIMENTO COM A ESTANQUEIDADE DE FACHADAS E EXIGÊNCIAS DE HABITABILIDADE: UM ESTUDO DE CASO DO HOSPITAL UNIVERSITÁRIO UNIDADE MATERNO INFANTIL (HUUMI).,1
FUNCIONAMENTO DE SISTEMAS FOTOVOLTAICOS E POTENCIAL DE APLICAÇÃO NO ESTADO DO MARANHÃO,1
"DIAGNÓSTICO DE GESTÃO DE RESÍDUOS SÓLIDOS NO PÁTIO NORTE SHOPPING, EM SÃO JOSÉ DE RIBAMAR - MA",5
LEITOR ACESSÍVEL: UMA PROPOSTA DE DISPOSITIVO PARA MEDIDAS DE MASSA EM AULAS PRÁTICAS DE QUÍMICA PARA PORTADORES DE DEFICIÊNCIA VISUAL,2
BIOCONSTRUÇÃO: HABITAÇÃO SUSTENTÁVEL DE ADOBE,1
UM AMBIENTE LUDIFICADO COLABORATIVO PARA RECOMENDAÇÃO E ACONSELHAMENTO ACADÊMICO: BICT ROOM,0
IMPORTÂNCIA DO COMPROMETIMENTO COM A ESTANQUEIDADE DE FACHADAS E EXIGÊNCIAS DE HABITABILIDADE: UM ESTUDO DE CASO DO HOSPITAL UNIVERSITÁRIO UNIDADE MATERNO INFANTIL (HUUMI),1
IDENTIFICAÇÃO DE CRISES EPILÉPTICAS USANDO SINAIS DE ELETROENCEFALOGRAMAS BASEADA EM MOMENTOS ESTATÍSTICOS,0
PROJETO DE BANCADA DE TESTES PARA MOTORES DA COMPETIÇÃO SAE AERODESIGN,3
SISTEMA DE AQUECIMENTO DE ÁGUA POR ENERGIA SOLAR: UMA AVALIAÇÃO DA VIABILIDADE ECONÔMICA PARA RESIDÊNCIAS POPULARES EM SÃO LUIS-MA,1
BIOCONSTRUÇÃO: HABITAÇÃO SUSTENTÁVEL DE ADOBE,0
ROBÓTICA EDUCACIONAL PARA MELHORAR O APRENDIZADO NO ENSINO MÉDIO,2
ROBÓTICA EDUCACIONAL PARA MELHORAR O APRENDIZADO NO ENSINO MÉDIO,2
ARBORIZAÇÃO URBANA: UMA REMEDIAÇÃO PARA A RESTAURAÇÃO CLIMÁTICA NO CAMPUS DA UNIVERSIDADE FEDERAL DO MARANHÃO,5
ENERGIA RENOVÁVEL FOTOVOLTAICA EM RESIDÊNCIAS E/OU EMPRESAS E SEUS IMPACTOS NA CIDADE DE SÃO LUÍS,5
ESTUDO COMPARATIVO DO DESEMPENHO TÉRMICO ENTRE TELHADO VERDE E COBERTURAS CONVENCIONAIS EM SÃO LUÍS COM SIMULAÇÃO EM BIM,6
MAPA DE RISCO: UM ESTUDO APLICADO NO PRÉDIO DE ODONTOLOGIA DA UNIVERSIDADE FEDERAL DO MARANHÃO/ UFMA- CAMPUS BACANGA,1
ANÁLISE DA NBR 15575:2013 _x0096_ EDIFICAÇÕES HABITACIONAIS _x0096_ DESEMPENHO COM ÊNFASE EM SEGURANÇA CONTRA INCENDIO: UM ESTUDO DE CASO EM SÃO LUÍS DO MARANHÃO,1
MECANISMO DE SEGURANÇA CIENTE DO CONTEXTO UTILIZANDO CRIPTOGRAFIA LIGHTWEIGHT,0
"ESTUDO INTRODUTÓRIO DE APLICAÇÕES DA ENERGIA SOLAR: SIMULADOR HR DE ESTRELAS, SÓIS ARTIFICIAIS E CÉLULAS SOLARES",1
RECURSO TECNÓLOGICO NA ENGENHARIA DE PRODUÇÃO: ANÁLISE DO USO DE LED_x0092_S EM EDIFICAÇÕES RESIDENCIAIS,1
VIABILIDADE TÉCNICA E ECONÔMICA DA IMPLANTAÇÃO DO SISTEMA DE CAPTAÇÃO DE ÁGUAS PLUVIAIS EM CASAS POPULARES NO MUNICÍPIO DE SÃO LUIS - MA,1
PROJETO DE BANCADA DE TESTES PARA MOTORES DA COMPETIÇÃO SAE AERODESIGN,2
ESTUDO COMPARATIVO DO DESEMPENHO TÉRMICO ENTRE TELHADO VERDE E COBERTURAS CONVENCIONAIS EM SÃO LUÍS COM SIMULAÇÃO EM BIM,6
COMPORTAMENTO MECÂNICO DO CONCRETO REFORÇADO COM MACROFIBRA ACRÍLICA,1
ANÁLISE DA GESTÃO DE RESÍDUOS DA CONSTRUÇÃO CIVIL NO MUNICÍPIO DE SÃO LUÍS,0
PROJETO DE BANCADA DE TESTES PARA MOTORES DA COMPETIÇÃO SAE AERODESIGN,3
APLICATIVO MÓVEL PARA TURISMO NO CENTRO HISTÓRICO DE SÃO LUÍS,0
CONFIGURAÇÕES AXIAIS DE SUPERFÍCIES IMERSAS EM R4,1
VIABILIDADE TÉCNICA E ECONÔMICA DA IMPLANTAÇÃO DO SISTEMA DE CAPTAÇÃO DE ÁGUAS PLUVIAIS EM CASAS POPULARES NO MUNICÍPIO DE SÃO LUIS - MA,1
AVALIAÇÃO DAS CONDIÇÕES DOS MATERIAIS DE CONSTRUÇÃO EM ÁREAS DE LAZER EM SÃO LUÍS: UM ESTUDO DE CASO DO ESPIGÃO COSTEIRO,1
"DEGRADAÇÃO DE RECURSOS HÍDRICOS: PROCESSOS DE ORDEM FÍSICA, QUÍMICA E BIOLÓGICA",5
"ANÁLISE DOS IMPACTOS SOCIOAMBIENTAIS DA CONSTRUÇÃO, OPERAÇÃO E MANUTENÇÃO DA BARRAGEM DO BACANGA NA CIDADE DE SÃO LUÍS - MA",1
ANÁLISE DOS PRINCIPAIS IMPACTOS DA NORMA BRASILEIRA DE DESEMPENHO DE EDIFICAÇÕES HABITACIONAIS EM SÃO LUÍS: CONCEPÇÃO DE PROJETOS E EXECUÇÃO,1
UMA SOLUÇÃO PARA MONITORAMENTO DE ESTACIONAMENTOS USANDO CROWDSENSING,0
"SÍNDROME DO EDIFÍCIO DOENTE COM RELAÇÃO AOS FATORES QUÍMICOS, FÍSICOS E BIOLÓGICOS: AVALIAÇÃO DO AMBIENTE INTERNO DE ALGUNS LABORATÓRIOS DE QUÍMICA DA UNIVERSIDADE FEDERAL DO MARANHÃO _x0096_ UFMA",5
UM APLICATIVO MÓVEL PARA AUXÍLIO NO PROCESSO DE APROVEITAMENTO DE ESTUDOS,0
DIMENSIONAMENTO DE UMA TURBINA EÓLICA UTILIZANDO O MÉTODO DO MOMENTO DO ELEMENTO DE PÁ (BEM),0
DIAGNÓSTICO DAS CONDIÇÕES DE SANEAMENTO BÁSICO NA COMUNIDADE QUILOMBOLA SANTA MARIA DOS PRETOS-ITAPECURU MIRIM/MA,5
MODELAGEM VIA REDES NEURAIS ARTIFICIAIS DE UM SISTEMA DE RASTREAMENTO DE POSIÇÃO ANGULAR DE UM AEROPÊNDULO MONOVARIÁVEL,3
CIRCUITOS EQUIVALENTES E ESPECTROSCOPIA DE IMPEDÂNCIA ELETROQUÍMICA PARA A ANÁLISE DE REVESTIMENTOS OBTIDOS DA OXIDAÇÃO DO ALUMÍNIO POR PLASMA ELETROLÍTICO,0
MÉTODOS DE RECICLAGEM DE EMBALAGENS PLÁSTICAS PRODUZIDAS EM POLIESTIRENO EXPANDIDO,0
ANÁLISE DOS EFEITOS TÉRMICOS NO PROCESSO DE SOLDAGEM DO AÇO 1030 POR ELETRODO REVESTIDO,3
RESUMOS ACADÊMICOS EM ENGENHARIA: COMO ESCREVEM OS PESQUISADORES,1
CONFIGURAÇÕES AXIAIS DE SUPERFÍCIES IMERSAS EM R4,2
AVALIAÇÃO DE SIMULAÇÕES DIGITAIS COMO OBJETO DE APRENDIZAGEM EM CINÉTICA QUÍMICA,0
ANÁLISE PRELIMINAR DOS RISCOS OCUPACIONAIS E DAS CONDIÇÕES DE TRABALHO NO RESTAURANTE UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO MARANHÃO - CAMPUS BACANGA,1
AVALIAÇÃO DAS CONDIÇÕES DOS MATERIAIS DE CONSTRUÇÃO EM ÁREAS DE LAZER EM SÃO LUÍS: UM ESTUDO DE CASO DO ESPIGÃO COSTEIRO,1
ANÁLISE DA NBR 15575:2013 _x0096_ EDIFICAÇÕES HABITACIONAIS _x0096_ DESEMPENHO COM ÊNFASE EM SEGURANÇA CONTRA INCENDIO: UM ESTUDO DE CASO EM SÃO LUÍS DO MARANHÃO,1
BLOCO DE CONCRETO PARA CALÇAMENTO COM A ADIÇÃO DO PÓ DE PNEU,1
ANÁLISE PRELIMINAR DA VIABILIDADE TÉCNICA E AMBIENTAL PARA IMPLANTAÇÃO DE PARQUE EÓLICO NA REGIÃO DO CAMPO DE PERIZES - MA,5
UM APLICATIVO MÓVEL PARA AUXÍLIO NO PROCESSO DE APROVEITAMENTO DE ESTUDOS,3
UM APLICATIVO MÓVEL PARA AUXÍLIO NO PROCESSO DE APROVEITAMENTO DE ESTUDOS,1
RESUMOS ACADÊMICOS EM ENGENHARIA: COMO ESCREVEM OS PESQUISADORES,1
AVALIAÇÃO DAS CONDIÇÕES DOS MATERIAIS DE CONSTRUÇÃO EM ÁREAS DE LAZER EM SÃO LUÍS: UM ESTUDO DE CASO DO ESPIGÃO COSTEIRO,1
A EQUAÇÃO DE EINSTEIN DA GRAVITAÇÃO,0
ANÁLISE PRELIMINAR DOS RISCOS OCUPACIONAIS E DAS CONDIÇÕES DE TRABALHO NO RESTAURANTE UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO MARANHÃO - CAMPUS BACANGA,0
MÉTODOS DE RECICLAGEM DE EMBALAGENS PLÁSTICAS PRODUZIDAS EM POLIESTIRENO EXPANDIDO,1
ESTUDO DA VIABILIDADE DO TIJOLO DE ADOBE COM FIBRAS DE COCO VERDE EM HABITAÇÕES DE BAIXO CUSTO,1
SISTEMA DE CARONA BASEADO EM REDE SOCIAL,2
ANÁLISE DA VIABILIDADE DE RESERVATÓRIO DE CONTENÇÃO DE CHEIAS E OS IMPACTOS DA URBANIZAÇÃO NO MUNICÍPIO DE IMPERATRIZ-MA,5
"SÍNDROME DO EDIFÍCIO DOENTE COM RELAÇÃO AOS FATORES QUÍMICOS, FÍSICOS E BIOLÓGICOS: AVALIAÇÃO DO AMBIENTE INTERNO DE ALGUNS LABORATÓRIOS DE QUÍMICA DA UNIVERSIDADE FEDERAL DO MARANHÃO _x0096_ UFMA",1
MAPA DE RISCO: UM ESTUDO APLICADO NO PRÉDIO DE ODONTOLOGIA DA UNIVERSIDADE FEDERAL DO MARANHÃO/ UFMA- CAMPUS BACANGA,1
VEDAÇÕES VERTICAIS ALTERNATIVAS: DRYWALL X BLOCOS DE CONCRETO,1
ELABORAÇÃO DE PROJETO DA CONSTRUÇÃO CIVIL: UM ESTUDO DE CASO COMPARATIVO DE PRODUTIVIDADE UTILIZANDO A METODOLOGIA BIM,1
APLICAÇÃO DE METODOLOGIAS ATIVAS NO BICT: ESTUDO DE CASO NA DISCIPLINA DE CÁLCULO DIFERENCIAL,2
ESTUDO DE OSCILADORES DE DUFFING,3
ACIDEZ DE SOLOS: VARIAÇÃO DE PH DO SOLO EM LOCALIDADES DE AGRICULTURA FAMILIAR NA ZONA RURAL DO MUNICÍPIO DE SÃO JOSÉ DE RIBAMAR _x0096_ MA.,0
ESTUDO DA AÇÃO DE TRATAMENTOS NA PROMOÇÃO DA ADERÊNCIA E DURABILIDADE DE FIBRAS DE BUCHA NATURAL EM COMPÓSITOS CIMENTÍCIOS,1
UMA SOLUÇÃO EXTENSÍVEL PARA EXTRAÇÃO DE DADOS PÚBLICOS PARA DADOS CONECTADOS,0
DIAGNÓSTICO AMBIENTAL EM UMA MARGEM DA ÁREA DE PROTEÇÃO AMBIENTAL DO ITAPIRACÓ LOCALIZADA EM SÃO LUÍS - MA,1
ANÁLISE DA DISTRIBUIÇÃO DE WEIBULL PARA GERAÇÃO EÓLICA COM BASE EM PARÂMETROS METEREOLÓGICOS DE SÃO LUÍS MA,1
UM AMBIENTE LUDIFICADO COLABORATIVO PARA RECOMENDAÇÃO E ACONSELHAMENTO ACADÊMICO: BICT ROOM,2
SISTEMA DE LOCALIZAÇÃO DE INDIVÍDUOS EM AMBIENTES INDOOR BASEADO EM IDENTIFICAÇÃO POR RADIOFREQUÊNCIA E INTERNET DAS COISAS,2
UM AMBIENTE VIRTUAL DE PRÁTICAS DE LABORATÓRIO VOLTADO AO ENSINO DE COMPUTAÇÃO - GREAT LABS,2
VIABILIDADE TÉCNICA E ECONÔMICA DA IMPLANTAÇÃO DO SISTEMA DE CAPTAÇÃO DE ÁGUAS PLUVIAIS EM CASAS POPULARES NO MUNICÍPIO DE SÃO LUIS - MA,1
MECANISMO DE SEGURANÇA CIENTE DO CONTEXTO UTILIZANDO CRIPTOGRAFIA LIGHTWEIGHT,2
DIAGNÓSTICO AMBIENTAL EM UMA MARGEM DA ÁREA DE PROTEÇÃO AMBIENTAL DO ITAPIRACÓ LOCALIZADA EM SÃO LUÍS - MA,5
DESENVOLVIMENTO DE UM SISTEMA DE MONITORAMENTO E CONTROLE CLIMÁTICO DE DATA CENTER BASEADO EM INTERNET DAS COISAS,0
DESENVOVIMENTO DE APLICATIVO PARA SMARTPHONE: CONTROLE DE COMANDOS ELETRÔNICOS EM AUTOMÓVEIS _x0096_ APLICATIVO CAR SYSTEM,0
DESENVOVIMENTO DE APLICATIVO PARA SMARTPHONE: CONTROLE DE COMANDOS ELETRÔNICOS EM AUTOMÓVEIS _x0096_ APLICATIVO CAR SYSTEM,0
DESENVOLVIMENTO DE UM SISTEMA DE MONITORAMENTO E CONTROLE CLIMÁTICO DE DATA CENTER BASEADO EM INTERNET DAS COISAS,0
GERENCIAMENTO DOS RESÍDUOS DA CONSTRUÇÃO CIVIL NOS CANTEIROS DE OBRAS DA CIDADE DE SÃO LUÍS - MA: UM ESTUDO DE CASO,1
ACIDEZ DE SOLOS: VARIAÇÃO DE PH DO SOLO EM LOCALIDADES DE AGRICULTURA FAMILIAR NA ZONA RURAL DO MUNICÍPIO DE SÃO JOSÉ DE RIBAMAR _x0096_ MA,1
ACIDEZ DE SOLOS: VARIAÇÃO DE PH DO SOLO EM LOCALIDADES DE AGRICULTURA FAMILIAR NA ZONA RURAL DO MUNICÍPIO DE SÃO JOSÉ DE RIBAMAR _x0096_ MA.,1
ACESSIBILIDADE NO CENTRO HISTÓRICO DE SÃO LUÍS/MA À LUZ DA NBR 9050:2015,0
O PROCESSO DE REABILITAÇÃO DO SOBRADO SILVA & MAIA PARA INSTALAÇÃO DO MUSEU DO REGGAE EM SÃO LUÍS-MA: UM CASO DE REVITALIZAÇÃO COM VALORES SOCIOCULTURAL E ECONÔMICO,1
ANÁLISE DOS PRINCIPAIS IMPACTOS DA NORMA BRASILEIRA DE DESEMPENHO DE EDIFICAÇÕES HABITACIONAIS EM SÃO LUÍS: CONCEPÇÃO DE PROJETOS E EXECUÇÃO,1
MOBILIDADE DE PEDESTRES EM SÃO LUÍS-MA: DIAGNÓSTICO E PERCEPÇÕES DE UTILIZADORES E GESTORES,1
UMA PLATAFORMA COLABORATIVA PARA COMPARTILHAMENTO DE LIVROS OCIOSOS,0
CIRCUITOS EQUIVALENTES E ESPECTROSCOPIA DE IMPEDÂNCIA ELETROQUÍMICA PARA A ANÁLISE DE REVESTIMENTOS OBTIDOS DA OXIDAÇÃO DO ALUMÍNIO POR PLASMA ELETROLÍTICO,3
ANÁLISE DA VIABILIDADE DE RESERVATÓRIO DE CONTENÇÃO DE CHEIAS E OS IMPACTOS DA URBANIZAÇÃO NO MUNICÍPIO DE IMPERATRIZ-MA,5
"ENERGIA RENOVÁVEL FOTOVOLTAICA EM RESIDÊNCIAS E/OU EMPRESAS E SEUS IMPACTOS NA CIDADE DE SÃO LUÍS,",0
VIABILIDADE DA INSTALAÇÃO DE SISTEMAS DE APROVEITAMENTO DE ÁGUA DE CHUVA EM SÃO LUÍS - MA,1
"DIAGNÓSTICO AMBIENTAL E SANITÁRIO PRELIMINAR DA NASCENTE DO RIO ANIL, SÃO LUÍS, MA, BRASIL.",0
ANÁLISE DA INFLUÊNCIA DA ORIENTAÇÃO DE IMPRESSÃO 3D NA RESISTÊNCIA À TRAÇÃO DE OBJETOS IMPRESSOS EM PETG VIA FDM,0
"UM DIAGNÓSTICO DOS IMPACTOS AMBIENTAIS E O MANEJO DOS RESÍDUOS ""CLASSE D"" NAS OBRAS DE SÃO LUÍS MA.",1
MÉTODOS DE PREVENÇÃO DA COVID-19 VISANDO O RETORNO DAS AULAS PRESENCIAIS EM INSTITUIÇÃO DE ENSINO SUPERIOR,2
RELAÇÃO DO SANEAMENTO BÁSICO COM A SAÚDE PÚBLICA NO MUNICÍPIO DE SÃO LUÍS - MA,1
ANÁLISE COMPARATIVA DA GESTÃO DE RESÍDUOS NAS EMPRESAS DE CONSTRUÇÃO CIVIL DO MUNICÍPIO DE SÃO LUÍS-MA,0
SOLUÇÕES ELÍPTICAS PARA A EQUAÇÃO DE GROSS-PITAEVSKII COM INTERAÇÃO DO TIPO DELTA DE DIRAC,4
ANÁLISE DO MÉTODO DE ELEMENTO ESPECTRAL EM BARRAS DE CRISTAL FONÔNICO,3
PATOLOGIAS EM PONTES DE CONCRETO ARMADO DA REGIÃO NORDESTE: UMA REVISÃO SISTEMÁTICA DA LITERATURA,1
FONTES DE ENERGIA RENOVÁVEIS: UMA ABORDAGEM SOBRE FONTES FOTOVOLTAICAS E PIEZOELÉTRICAS,3
USO DE ADITIVOS PARA MELHORAR A RESISTÊNCIA MECÂNICA DO CONCRETO FEITO COM PNEUMÁTICOS INSERVÍVEIS,1
RELAÇÃO DO SANEAMENTO BÁSICO COM A SAÚDE PÚBLICA NO MUNICÍPIO DE SÃO LUÍS - MA,1
IDENTIFICANDO E DISPONIBILIZANDO TÉCNICAS DE GAMIFICAÇÃO PARA O ENSINO DE ENGENHARIA DE SOFTWARE,0
UM MODELO DE ADAPTAÇÃO DE INTERFACE BASEADO EM ESTILOS DE APRENDIZAGEM,2
"UM DIAGNÓSTICO DOS IMPACTOS AMBIENTAIS E O MANEJO DOS RESÍDUOS ""CLASSE D"" NAS OBRAS DE SÃO LUÍS MA.",0
MÉTODOS DE RECICLAGEM DE EMBALAGENS PLÁSTICAS PRODUZIDAS EM POLIESTIRENO EXPANDIDO,1
NO PLAY NO GAIN: ESTUDO DO DESENVOLVIMENTO DE SOFT SKILLS NOS ESPORTES ELETRÔNICOS (E-SPORTS),0
OPEN CAMPUS MAP: UM SERVIÇO BASEADO EM LOCALIZAÇÃO PARA A UNIVERSIDADE FEDERAL DO MARANHÃO,2
ANÁLISE DOS IMPACTOS CAUSADOS PELA PRECIPITAÇÃO PLUVIOMÉTRICA NA CIDADE DE SÃO LUÍS-MA,5
ALTERNATIVAS DE APLICAÇÕES DO LODO DE ESTAÇÕES DE TRATAMENTO DE ÁGUA E ESGOTO: UMA REVISÃO BIBLIOGRÁFICA,5
MÉTODOS DE PREVENÇÃO DA COVID-19 VISANDO O RETORNO DAS AULAS PRESENCIAIS EM INSTITUIÇÃO DE ENSINO SUPERIOR,4
ROBÔS NA CONSTRUÇÃO CIVIL,1
EVASÃO ACADÊMICA NO CURSO DE BICT: UM ESTUDO UTILIZANDO APRENDIZAGEM DE MÁQUINA,2
ESTUDO COMPARATIVO DO DESEMPENHO TÉRMICO ENTRE TELHADO VERDE E COBERTURAS CONVENCIONAIS EM SÃO LUÍS COM SIMULAÇÃO EM BIM,1
"DIMENSIONAMENTO, DIAGRAMA E OPERAÇÃO DO SISTEMA PRESSURIZADO DOS TANQUES DE UM ESTÁGIO A PROPELENTE LÍQUIDO PARA COMPORTAR UM MOTOR FOGUETE DE 25 KN EM VEÍCULO ORBITAL",2
ANÁLISE DOS IMPACTOS CAUSADOS PELA PRECIPITAÇÃO PLUVIOMÉTRICA NA CIDADE DE SÃO LUÍS-MA,1
MÉTODOS DE PREVENÇÃO DA COVID-19 VISANDO O RETORNO DAS AULAS PRESENCIAIS EM INSTITUIÇÃO DE ENSINO SUPERIOR,2
ANÁLISE COMPARATIVA DA GESTÃO DE RESÍDUOS NAS EMPRESAS DE CONSTRUÇÃO CIVIL DO MUNICÍPIO DE SÃO LUÍS-MA.,1
REENGENHARIA DE UMA SONDA ESTRATOSFÉRICA PARA USO EM APLICAÇÕES AEROESPACIAIS: PROJETO DE UM MÓDULO-SENSOR PARA MEDIÇÕES DA CONCENTRAÇÃO DE GASES.,0
OPEN CAMPUS MAP: UM SERVIÇO BASEADO EM LOCALIZAÇÃO PARA A UNIVERSIDADE FEDERAL DO MARANHÃO,0
"DIMENSIONAMENTO, DIAGRAMA E OPERAÇÃO DO SISTEMA PRESSURIZADO DOS TANQUES DE UM ESTÁGIO A PROPELENTE LÍQUIDO PARA COMPORTAR UM MOTOR FOGUETE DE 25 KN EM VEÍCULO ORBITAL",4
ROBÔS NA CONSTRUÇÃO CIVIL,1
"DIMENSIONAMENTO, DIAGRAMA E OPERAÇÃO DO SISTEMA PRESSURIZADO DOS TANQUES DE UM ESTÁGIO A PROPELENTE LÍQUIDO PARA COMPORTAR UM MOTOR FOGUETE DE 25 KN EM VEÍCULO ORBITAL",2
PROTÓTIPO DE SISTEMA DE VISUALIZAÇÃO TRIDIMENSIONAL DE PROJETOS DE CONSTRUÇÃO CIVIL PARA MANUTENÇÃO DE EDIFICAÇÕES _x0096_ APLICAÇÃO FIXCAN,1
AVALIAÇÃO DA VIABILIDADE ECONÔMICA E AMBIENTAL DA RECICLAGEM DO RESÍDUO DE BAUXITA NA CONSTRUÇÃO CIVIL,3
MÉTODOS DE RECICLAGEM DE EMBALAGENS PLÁSTICAS PRODUZIDAS EM POLIESTIRENO EXPANDIDO,1
UMA PLATAFORMA COLABORATIVA PARA COMPARTILHAMENTO DE LIVROS OCIOSOS,2
ANÁLISE DO CONTROLE DE QUALIDADE DO CONCRETO EM ALGUMAS FÁBRICAS DE CONCRETO PRÉ-MOLDADO NA CIDADE DE SÃO LUÍS-MA,1
ANÁLISE DA GESTÃO DE RESÍDUOS DA CONSTRUÇÃO CIVIL NO MUNICÍPIO DE SÃO LUÍS,1
APLICAÇÃO DE METODOLOGIAS ATIVAS NO BICT:ESTUDO DE CASO NA DISCIPLINA DE CÁLCULO DIFERENCIAL,1
AVALIAÇÃO DA VIABILIDADE ECONÔMICA E AMBIENTAL DA RECICLAGEM DO RESÍDUO DE BAUXITA NA CONSTRUÇÃO CIVIL,5
AVALIAÇÃO NORMATIVA DE BLOCOS CERÂMICOS: UM ESTUDO DE CASO NA CIDADE DE SÃO LUÍS/MA,1
AVALIAÇÃO NORMATIVA DE BLOCOS CERÂMICOS: UM ESTUDO DE CASO NA CIDADE DE SÃO LUÍS/MA,1
OPEN CAMPUS MAP: UM SERVIÇO BASEADO EM LOCALIZAÇÃO PARA A UNIVERSIDADE FEDERAL DO MARANHÃO,0
RELAÇÃO DO SANEAMENTO BÁSICO COM A SAÚDE PÚBLICA NO MUNICÍPIO DE SÃO LUÍS - MA,1
ANÁLISE DO CONTROLE DE QUALIDADE DO CONCRETO EM ALGUMAS FÁBRICAS DE CONCRETO PRÉ-MOLDADO NA CIDADE DE SÃO LUÍS-MA,1
UMA BUSCA DA MINIMIZAÇÃO DOS RISCOS À SAÚDE DO PRÁTICO DURANTE O PROCESSO DE EMBARQUE E DESEMBARQUE,6
USO DE ADITIVOS PARA MELHORAR A RESISTENCIA MECÂNICA DO CONCRETO FEITO COM PNEUMÁTICOS INSERVÍVEIS.,0
USO DE ADITIVOS PARA MELHORAR A RESITÊNCIA MECÂNICA DO CONCRETO FEITO COM PNEUMÁTICOS INSERVÍVEIS,0
